      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2015-11-26 19:23:42,    100,       0.14,           0,       0.02,      714.29,        0.00,       15.00,     100,       0
2015-11-26 19:23:42,    100,       0.13,           0,       0.02,      769.23,        0.00,       14.08,     100,       0
2015-11-26 19:23:44,     94,       0.17,           0,       0.05,      552.94,        0.00,       29.09,      94,       6
2015-11-26 19:23:44,    100,       0.16,           0,       0.00,      617.28,        0.00,        2.82,     100,       0
2015-11-26 19:23:46,    100,       0.14,           0,       0.01,      714.29,        0.00,        6.50,     100,       0
2015-11-26 19:23:46,    100,       0.14,           0,       0.01,      714.29,        0.00,        3.86,     100,       0
2015-11-26 19:23:46,    100,       0.13,           0,       0.00,      769.23,        0.00,        3.46,     100,       0
2015-11-26 19:23:46,    100,       0.22,           0,       0.01,      450.45,        0.00,        3.08,     100,       0
2015-11-26 19:23:47,     63,       0.13,           0,       0.08,      477.27,        0.00,       37.41,      63,      37
2015-11-26 19:23:48,     94,       0.13,           0,       0.04,      723.08,        0.00,       28.38,      94,       6
2015-11-26 19:23:49,    100,       0.15,           0,       0.01,      657.89,        0.00,        5.00,     100,       0
2015-11-26 19:23:58,    100,       0.14,           0,       0.01,      714.29,        0.00,        6.14,     100,       0
2015-11-26 19:23:59,    100,       0.15,           0,       0.02,      666.67,        0.00,       13.93,     100,       0
2015-11-26 19:24:00,    100,       0.13,           0,       0.03,      751.88,        0.00,       24.96,     100,       0
2015-11-26 19:24:01,    100,       0.14,           0,       0.02,      714.29,        0.00,       11.07,     100,       0
2015-11-26 19:24:08,    100,       0.13,           0,       0.00,      769.23,        0.00,        2.38,     100,       0
2015-11-26 19:24:09,    100,       0.08,           0,       0.00,     1250.00,        0.00,        1.12,     100,       0
2015-11-26 19:24:10,    100,       0.08,           0,       0.00,     1219.51,        0.00,        1.50,     100,       0
2015-11-26 19:24:10,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.00,     100,       0
2015-11-26 19:24:17,    100,       0.09,           0,       0.01,     1111.11,        0.00,       15.89,     100,       0
2015-11-26 19:24:18,    100,       0.11,           0,       0.00,      909.09,        0.00,        2.91,     100,       0
2015-11-26 19:24:19,    100,       0.11,           0,       0.00,      909.09,        0.00,        0.73,     100,       0
2015-11-26 19:24:19,    100,       0.09,           0,       0.00,     1111.11,        0.00,        2.78,     100,       0
2015-11-26 19:24:21,    100,       0.10,           0,       0.00,     1000.00,        0.00,        0.90,     100,       0
2015-11-26 19:24:21,    100,       0.11,           0,       0.00,      909.09,        0.00,        2.82,     100,       0
2015-11-26 19:24:22,    100,       0.10,           0,       0.00,      990.10,        0.00,        1.18,     100,       0
2015-11-26 19:24:23,    100,       0.10,           0,       0.00,     1000.00,        0.00,        0.80,     100,       0
2015-11-26 19:24:29,    100,       0.08,           0,       0.00,     1250.00,        0.00,        2.38,     100,       0
2015-11-26 19:24:29,    100,       0.10,           0,       0.00,     1000.00,        0.00,        0.60,     100,       0
2015-11-26 19:24:30,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.56,     100,       0
2015-11-26 19:24:30,    100,       0.08,           0,       0.00,     1250.00,        0.00,        2.38,     100,       0
2015-11-26 19:24:46,    100,       0.10,           0,       0.00,     1000.00,        0.00,        2.70,     100,       0
2015-11-26 19:24:51,    100,       0.08,           0,       0.00,     1250.00,        0.00,        4.50,     100,       0
2015-11-26 19:24:52,    100,       0.10,           0,       0.00,     1000.00,        0.00,        1.10,     100,       0
2015-11-26 19:24:53,    100,       0.08,           0,       0.00,     1250.00,        0.00,        1.25,     100,       0
2015-11-26 19:24:53,    100,       0.09,           0,       0.00,     1111.11,        0.00,        3.00,     100,       0
2015-11-26 19:24:54,    100,       0.09,           0,       0.00,     1111.11,        0.00,        0.89,     100,       0
2015-11-26 19:24:55,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.67,     100,       0
2015-11-26 19:24:56,    100,       0.08,           0,       0.00,     1250.00,        0.00,        5.62,     100,       0
2015-11-26 19:25:12,    100,       0.09,           0,       0.00,     1086.96,        0.00,        1.98,     100,       0
2015-11-26 19:25:13,    100,       0.08,           0,       0.01,     1250.00,        0.00,       10.50,     100,       0
2015-11-26 19:25:14,    100,       0.10,           0,       0.00,     1000.00,        0.00,        4.70,     100,       0
2015-11-26 19:25:15,    100,       0.09,           0,       0.00,     1111.11,        0.00,        2.78,     100,       0
2015-11-26 19:25:15,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.44,     100,       0
2015-11-26 19:25:16,    100,       0.10,           0,       0.01,     1000.00,        0.00,       13.90,     100,       0
2015-11-26 19:32:54,    100,       0.08,           0,       0.00,     1234.57,        0.00,        1.23,     100,       0
2015-11-26 19:32:55,    100,       0.09,           0,       0.00,     1111.11,        0.00,        0.89,     100,       0
2015-11-26 19:32:56,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.11,     100,       0
2015-11-26 19:32:57,    100,       0.10,           0,       0.00,     1000.00,        0.00,        0.90,     100,       0
2015-11-26 19:32:58,    100,       0.09,           0,       0.00,     1111.11,        0.00,        2.33,     100,       0
2015-11-26 19:32:59,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.22,     100,       0
2015-11-26 19:33:03,    100,       0.08,           0,       0.00,     1250.00,        0.00,        4.12,     100,       0
2015-11-26 19:33:04,    100,       0.09,           0,       0.00,     1111.11,        0.00,        2.00,     100,       0
2015-11-26 19:33:04,    100,       0.10,           0,       0.00,      980.39,        0.00,        1.10,     100,       0
2015-11-26 19:33:05,    100,       0.11,           0,       0.00,      909.09,        0.00,        1.36,     100,       0
2015-11-26 19:33:05,    100,       0.09,           0,       0.00,     1111.11,        0.00,        3.00,     100,       0
2015-11-26 19:33:06,    100,       0.08,           0,       0.01,     1250.00,        0.00,        6.87,     100,       0
2015-11-26 19:33:10,    100,       0.08,           0,       0.00,     1234.57,        0.00,        2.20,     100,       0
2015-11-26 19:33:11,    100,       0.09,           0,       0.00,     1111.11,        0.00,        0.67,     100,       0
2015-11-26 19:33:12,    100,       0.09,           0,       0.00,     1111.11,        0.00,        0.67,     100,       0
2015-11-26 19:33:12,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.33,     100,       0
2015-11-26 19:33:13,    100,       0.09,           0,       0.00,     1111.11,        0.00,        0.67,     100,       0
2015-11-26 19:33:14,    100,       0.09,           0,       0.00,     1111.11,        0.00,        5.56,     100,       0
2015-11-26 19:33:19,    100,       0.14,           0,       0.04,      714.29,        0.00,       27.36,     100,       0
2015-11-26 19:33:19,    100,       0.13,           0,       0.00,      769.23,        0.00,        3.08,     100,       0
2015-11-26 19:33:20,    100,       0.17,           0,       0.01,      588.24,        0.00,        6.35,     100,       0
2015-11-26 19:33:21,    100,       0.17,           0,       0.01,      574.71,        0.00,        3.17,     100,       0
2015-11-26 19:33:21,    100,       0.16,           0,       0.01,      625.00,        0.00,        8.37,     100,       0
2015-11-26 19:33:22,    100,       0.15,           0,       0.01,      662.25,        0.00,        4.73,     100,       0
2015-11-26 19:33:26,    100,       0.08,           0,       0.00,     1250.00,        0.00,        1.75,     100,       0
2015-11-26 19:33:27,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.22,     100,       0
2015-11-26 19:33:28,    100,       0.10,           0,       0.00,     1000.00,        0.00,        1.50,     100,       0
2015-11-26 19:33:28,    100,       0.09,           0,       0.00,     1111.11,        0.00,        0.78,     100,       0
2015-11-26 19:33:29,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.89,     100,       0
2015-11-26 19:33:30,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.89,     100,       0
2015-11-26 19:33:31,    100,       0.10,           0,       0.00,     1000.00,        0.00,        1.10,     100,       0
2015-11-26 19:33:31,    100,       0.08,           0,       0.00,     1250.00,        0.00,        6.00,     100,       0
2015-11-26 19:33:32,    100,       0.09,           0,       0.00,     1111.11,        0.00,        2.67,     100,       0
2015-11-26 19:33:33,    100,       0.09,           0,       0.00,     1111.11,        0.00,        4.11,     100,       0
2015-11-26 19:33:37,    100,       0.10,           0,       0.00,     1000.00,        0.00,        1.80,     100,       0
2015-11-26 19:33:38,    100,       0.12,           0,       0.00,      833.33,        0.00,        1.83,     100,       0
2015-11-26 19:33:38,    100,       0.09,           0,       0.01,     1111.11,        0.00,        8.67,     100,       0
2015-11-26 19:33:39,    100,       0.09,           0,       0.00,     1111.11,        0.00,        2.56,     100,       0
2015-11-26 19:33:40,    100,       0.10,           0,       0.00,     1000.00,        0.00,        3.20,     100,       0
2015-11-26 19:33:41,    100,       0.09,           0,       0.00,     1111.11,        0.00,        2.22,     100,       0
2015-11-26 19:33:45,    100,       0.10,           0,       0.03,     1000.00,        0.00,       28.40,     100,       0
2015-11-26 19:33:46,    100,       0.11,           0,       0.03,      900.90,        0.00,       27.84,     100,       0
2015-11-26 19:33:46,    100,       0.10,           0,       0.02,      990.10,        0.00,       20.32,     100,       0
2015-11-26 19:33:47,    100,       0.12,           0,       0.02,      833.33,        0.00,       13.92,     100,       0
2015-11-26 19:33:48,    100,       0.13,           0,       0.02,      769.23,        0.00,       17.31,     100,       0
2015-11-26 19:33:48,    100,       0.13,           0,       0.02,      769.23,        0.00,       11.69,     100,       0
2015-11-26 19:33:51,    100,       0.12,           0,       0.03,      833.33,        0.00,       22.00,     100,       0
2015-11-26 19:33:52,    100,       0.11,           0,       0.02,      909.09,        0.00,       19.18,     100,       0
2015-11-26 19:33:52,    100,       0.13,           0,       0.03,      769.23,        0.00,       23.69,     100,       0
2015-11-26 19:33:55,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.78,     100,       0
2015-11-26 19:33:56,    100,       0.11,           0,       0.02,      909.09,        0.00,       17.45,     100,       0
2015-11-26 19:33:57,    100,       0.10,           0,       0.01,     1000.00,        0.00,        5.70,     100,       0
2015-11-26 19:33:59,    100,       0.08,           0,       0.00,     1250.00,        0.00,        1.50,     100,       0
2015-11-26 19:34:00,    100,       0.11,           0,       0.00,      909.09,        0.00,        1.05,     100,       0
2015-11-26 19:34:01,    100,       0.09,           0,       0.00,     1098.90,        0.00,        1.43,     100,       0
2015-11-26 19:34:03,    100,       0.14,           0,       0.01,      714.29,        0.00,        5.93,     100,       0
2015-11-26 19:34:04,    100,       0.14,           0,       0.01,      714.29,        0.00,        6.79,     100,       0
2015-11-26 19:34:05,    100,       0.14,           0,       0.02,      714.29,        0.00,       11.71,     100,       0
2015-11-26 19:34:14,     69,       0.12,           0,       0.06,      570.25,        0.00,       34.74,      69,      31
2015-11-26 19:34:15,    100,       0.10,           0,       0.00,     1000.00,        0.00,        2.40,     100,       0
2015-11-26 19:34:16,    100,       0.10,           0,       0.00,     1000.00,        0.00,        1.10,     100,       0
2015-11-26 19:34:17,    100,       0.10,           0,       0.01,     1000.00,        0.00,        6.90,     100,       0
2015-11-26 19:35:30,    100,       0.14,           0,       0.01,      714.29,        0.00,        7.86,     100,       0
2015-11-26 19:35:32,    100,       0.12,           0,       0.02,      833.33,        0.00,       17.42,     100,       0
2015-11-26 19:35:33,    100,       0.13,           0,       0.00,      769.23,        0.00,        3.85,     100,       0
2015-11-26 19:35:34,    100,       0.13,           0,       0.03,      769.23,        0.00,       26.38,     100,       0
2015-11-26 19:35:39,    100,       0.08,           0,       0.00,     1219.51,        0.00,        1.48,     100,       0
2015-11-26 19:35:39,    100,       0.09,           0,       0.00,     1111.11,        0.00,        0.78,     100,       0
2015-11-26 19:35:40,    100,       0.08,           0,       0.00,     1234.57,        0.00,        2.36,     100,       0
2015-11-26 19:35:41,    100,       0.09,           0,       0.00,     1111.11,        0.00,        0.78,     100,       0
2015-11-26 19:35:41,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.00,     100,       0
2015-11-26 19:35:42,     82,       0.12,           0,       0.04,      666.67,        0.00,       29.21,      82,      18
2015-11-26 19:35:43,    100,       0.10,           0,       0.00,     1000.00,        0.00,        1.00,     100,       0
2015-11-26 19:35:44,    100,       0.10,           0,       0.00,     1000.00,        0.00,        2.00,     100,       0
2015-11-26 19:35:44,    100,       0.09,           0,       0.00,     1111.11,        0.00,        0.78,     100,       0
2015-11-26 19:35:45,    100,       0.09,           0,       0.00,     1111.11,        0.00,        2.00,     100,       0
2015-11-26 19:35:46,    100,       0.13,           0,       0.04,      769.23,        0.00,       29.38,     100,       0
2015-11-26 19:35:46,    100,       0.09,           0,       0.00,     1111.11,        0.00,        0.89,     100,       0
2015-11-26 19:35:47,    100,       0.11,           0,       0.00,      909.09,        0.00,        0.73,     100,       0
2015-11-26 19:35:47,    100,       0.09,           0,       0.01,     1098.90,        0.00,       10.56,     100,       0
2015-11-26 19:35:47,    100,       0.10,           0,       0.00,     1000.00,        0.00,        1.80,     100,       0
2015-11-26 19:35:47,    100,       0.09,           0,       0.00,     1111.11,        0.00,        5.22,     100,       0
2015-11-26 19:35:48,    100,       0.10,           0,       0.00,     1000.00,        0.00,        0.90,     100,       0
2015-11-26 19:35:48,    100,       0.11,           0,       0.01,      892.86,        0.00,        8.85,     100,       0
2015-11-26 19:35:48,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.22,     100,       0
2015-11-26 19:35:48,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.00,     100,       0
2015-11-26 19:35:49,    100,       0.11,           0,       0.00,      909.09,        0.00,        1.09,     100,       0
2015-11-26 19:35:49,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.44,     100,       0
2015-11-26 22:01:40,      1,       0.01,           0,       0.01,       90.91,        0.00,        0.82,       1,       0
2015-11-26 22:01:41,      1,       0.01,           0,       0.00,      166.67,        0.00,        0.50,       1,       0
2015-11-26 22:01:42,      1,       0.01,           0,       0.01,      111.11,        0.00,        0.78,       1,       0
2015-11-26 22:01:43,      1,       0.01,           0,       0.00,      142.86,        0.00,        0.57,       1,       0
2015-11-26 22:01:43,      1,       0.01,           0,       0.00,      166.67,        0.00,        0.67,       1,       0
2015-11-26 22:01:48,      1,       0.01,           0,       0.00,      166.67,        0.00,        0.50,       1,       0
2015-11-26 22:01:49,      1,       0.01,           0,       0.00,      100.00,        0.00,        0.30,       1,       0
2015-11-26 22:01:50,      1,       0.01,           0,       0.00,      166.67,        0.00,        0.50,       1,       0
2015-11-26 22:01:50,      1,       0.01,           0,       0.00,      166.67,        0.00,        0.50,       1,       0
2015-11-26 22:02:03,      1,       0.01,           0,       0.01,      125.00,        0.00,        0.75,       1,       0
2015-11-26 22:02:03,      1,       0.01,           0,       0.00,      166.67,        0.00,        0.67,       1,       0
2015-11-26 22:02:04,      1,       0.01,           0,       0.00,      142.86,        0.00,        0.57,       1,       0
2015-11-26 22:02:04,      1,       0.01,           0,       0.00,      166.67,        0.00,        0.67,       1,       0
2015-11-26 22:02:08,      1,       0.00,           0,       0.00,      200.00,        0.00,        0.60,       1,       0
2015-11-26 22:02:08,      1,       0.01,           0,       0.00,      166.67,        0.00,        0.67,       1,       0
2015-11-26 22:02:08,      1,       0.01,           0,       0.00,      166.67,        0.00,        0.50,       1,       0
2015-11-26 22:02:08,      1,       0.01,           0,       0.00,      100.00,        0.00,        0.00,       1,       0
2015-11-26 22:02:10,      1,       0.01,           0,       0.01,       83.33,        0.00,        0.83,       1,       0
2015-11-26 22:02:21,    100,       0.15,           0,       0.01,      671.14,        0.00,        5.58,     100,       0
2015-11-26 22:02:21,    100,       0.14,           0,       0.01,      694.44,        0.00,        5.04,     100,       0
2015-11-26 22:02:22,    100,       0.14,           0,       0.01,      719.42,        0.00,        9.26,     100,       0
2015-11-26 22:02:23,    100,       0.13,           0,       0.02,      769.23,        0.00,       15.32,     100,       0
2015-11-26 22:02:26,    100,       0.18,           0,       0.02,      552.49,        0.00,        8.87,     100,       0
2015-11-26 22:02:26,     99,       0.20,           0,       0.07,      487.68,        0.00,       35.49,      99,       1
2015-11-26 22:02:27,    100,       0.20,           0,       0.01,      505.05,        0.00,        7.14,     100,       0
2015-11-26 22:02:28,     99,       0.21,           0,       0.02,      480.58,        0.00,        7.78,      99,       1
2015-11-26 22:03:55,     63,       3.39,           0,       3.34,       18.56,        0.00,       62.04,      63,      37
2015-11-26 22:04:01,    100,       0.12,           0,       0.02,      800.00,        0.00,       15.02,     100,       0
2015-11-26 22:04:03,    100,       0.16,           0,       0.01,      641.03,        0.00,        3.67,     100,       0
2015-11-26 22:04:04,    100,       0.15,           0,       0.00,      662.25,        0.00,        3.12,     100,       0
2015-11-26 22:04:05,    100,       0.16,           0,       0.01,      613.50,        0.00,        3.53,     100,       0
2015-11-26 22:04:12,    100,       0.15,           0,       0.01,      671.14,        0.00,        4.05,     100,       0
2015-11-26 22:04:13,    100,       0.13,           0,       0.01,      746.27,        0.00,       10.46,     100,       0
2015-11-26 22:04:14,    100,       0.13,           0,       0.01,      751.88,        0.00,        4.08,     100,       0
2015-11-26 22:04:14,    100,       0.15,           0,       0.01,      680.27,        0.00,        4.25,     100,       0
2015-11-26 22:04:25,    100,       0.12,           0,       0.02,      869.57,        0.00,       19.74,       0,       0
2015-11-26 22:04:26,    100,       0.09,           0,       0.00,     1123.60,        0.00,        1.30,       0,       0
2015-11-26 22:04:27,    100,       0.10,           0,       0.00,     1020.41,        0.00,        1.14,       0,       0
2015-11-26 22:04:27,    100,       0.09,           0,       0.00,     1063.83,        0.00,        1.29,       0,       0
2015-11-26 22:04:36,    100,       0.10,           0,       0.00,     1041.67,        0.00,        1.25,     100,       0
2015-11-26 22:04:36,    100,       0.09,           0,       0.00,     1149.43,        0.00,        1.87,     100,       0
2015-11-26 22:04:37,    100,       0.10,           0,       0.00,     1041.67,        0.00,        1.21,     100,       0
2015-11-26 22:04:37,    100,       0.09,           0,       0.01,     1162.79,        0.00,       11.50,     100,       0
2015-11-26 22:05:45,    100,       0.12,           0,       0.00,      833.33,        0.00,        2.38,     100,       0
2015-11-26 22:05:46,    100,       0.12,           0,       0.02,      869.57,        0.00,       14.22,     100,       0
2015-11-26 22:05:47,    100,       0.11,           0,       0.00,      892.86,        0.00,        1.91,     100,       0
2015-11-26 22:05:47,    100,       0.12,           0,       0.00,      840.34,        0.00,        3.99,     100,       0
2015-11-26 22:05:52,    100,       0.09,           0,       0.00,     1123.60,        0.00,        0.97,     100,       0
2015-11-26 22:05:52,    100,       0.09,           0,       0.00,     1063.83,        0.00,        1.06,     100,       0
2015-11-26 22:05:53,    100,       0.08,           0,       0.00,     1315.79,        0.00,        4.62,     100,       0
2015-11-26 22:05:53,    100,       0.08,           0,       0.00,     1250.00,        0.00,        2.15,     100,       0
2015-11-26 22:05:58,    100,       0.09,           0,       0.00,     1136.36,        0.00,        1.25,     100,       0
2015-11-26 22:05:58,    100,       0.10,           0,       0.00,     1000.00,        0.00,        2.90,     100,       0
2015-11-26 22:05:59,    100,       0.09,           0,       0.00,     1098.90,        0.00,        1.77,     100,       0
2015-11-26 22:05:59,    100,       0.09,           0,       0.00,     1098.90,        0.00,        1.29,     100,       0
2015-11-26 22:06:04,     89,       0.13,           0,       0.05,      689.92,        0.00,       36.40,      89,      11
2015-11-26 22:06:05,    100,       0.10,           0,       0.00,     1000.00,        0.00,        1.16,     100,       0
2015-11-26 22:06:05,    100,       0.09,           0,       0.00,     1052.63,        0.00,        2.95,     100,       0
2015-11-26 22:06:06,    100,       0.10,           0,       0.00,      980.39,        0.00,        1.28,     100,       0
2015-11-26 22:06:47,   1000,       7.64,           0,       0.00,      130.89,        0.00,        0.14,    1000,       0
2015-11-26 22:06:57,   1000,       7.68,           0,       0.00,      130.24,        0.00,        0.14,    1000,       0
2015-11-26 22:07:11,   1000,       7.55,           0,       0.00,      132.42,        0.00,        0.12,    1000,       0
2015-11-26 22:07:21,   1000,       7.47,           0,       0.00,      133.90,        0.00,        0.12,    1000,       0
2015-11-26 22:07:37,   1000,       7.66,           0,       0.00,      130.62,        0.00,        0.16,    1000,       0
2015-11-26 22:07:46,   1000,       7.52,           0,       0.00,      132.94,        0.00,        0.16,    1000,       0
2015-11-26 22:08:07,   1000,       7.90,           0,       0.00,      126.61,        0.00,        0.48,    1000,       0
2015-11-26 22:08:19,   1000,       8.01,           0,       0.00,      124.83,        0.00,        0.48,    1000,       0
2015-11-26 22:08:46,   1000,       7.69,           0,       0.00,      130.04,        0.00,        0.38,    1000,       0
2015-11-26 22:08:56,   1000,       7.58,           0,       0.00,      131.93,        0.00,        0.39,    1000,       0
2015-11-26 22:09:11,   1000,       7.74,           0,       0.00,      129.25,        0.00,        0.24,    1000,       0
2015-11-26 22:09:21,   1000,       7.72,           0,       0.00,      129.45,        0.00,        0.24,    1000,       0
2015-11-27 08:42:53,    100,       0.10,           0,       0.00,     1000.00,        0.00,        1.00,     100,       0
2015-11-27 08:42:55,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.33,     100,       0
2015-11-27 08:42:56,    100,       0.09,           0,       0.00,     1111.11,        0.00,        3.00,     100,       0
2015-11-27 08:42:57,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.44,     100,       0
2015-11-27 08:42:58,    100,       0.09,           0,       0.00,     1111.11,        0.00,        2.44,     100,       0
2015-11-27 08:43:12,    100,       0.18,           0,       0.05,      555.56,        0.00,       25.94,     100,       0
2015-11-27 08:43:13,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.00,     100,       0
2015-11-27 08:43:14,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.22,     100,       0
2015-11-27 08:43:15,    100,       0.10,           0,       0.00,     1000.00,        0.00,        1.20,     100,       0
2015-11-27 08:43:15,    100,       0.10,           0,       0.00,     1000.00,        0.00,        2.70,     100,       0
2015-11-27 08:43:48,    100,       0.15,           0,       0.00,      666.67,        0.00,        2.67,     100,       0
2015-11-27 08:43:49,    100,       0.16,           0,       0.00,      625.00,        0.00,        3.00,     100,       0
2015-11-27 08:43:50,    100,       0.15,           0,       0.02,      666.67,        0.00,       12.73,     100,       0
2015-11-27 08:43:51,    100,       0.17,           0,       0.01,      588.24,        0.00,        3.35,     100,       0
2015-11-27 08:43:51,    100,       0.16,           0,       0.04,      609.76,        0.00,       23.29,     100,       0
2015-11-27 08:44:01,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.89,     100,       0
2015-11-27 08:44:02,    100,       0.08,           0,       0.00,     1234.57,        0.00,        0.74,     100,       0
2015-11-27 08:44:03,    100,       0.08,           0,       0.00,     1250.00,        0.00,        1.65,     100,       0
2015-11-27 08:44:03,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.56,     100,       0
2015-11-27 08:44:04,    100,       0.09,           0,       0.00,     1111.11,        0.00,        0.78,     100,       0
2015-11-27 08:44:17,    100,       0.10,           0,       0.00,     1000.00,        0.00,        1.30,     100,       0
2015-11-27 08:44:18,    100,       0.09,           0,       0.01,     1111.11,        0.00,        6.33,     100,       0
2015-11-27 08:44:19,    100,       0.10,           0,       0.01,     1000.00,        0.00,        6.90,     100,       0
2015-11-27 08:44:20,    100,       0.09,           0,       0.00,     1111.11,        0.00,        1.67,     100,       0
2015-11-27 08:44:20,    100,       0.11,           0,       0.01,      909.09,        0.00,       10.55,     100,       0
2015-11-27 08:44:25,    100,       0.12,           0,       0.03,      833.33,        0.00,       27.25,     100,       0
2015-11-27 08:44:25,    100,       0.13,           0,       0.01,      757.58,        0.00,       10.07,     100,       0
2015-11-27 08:44:26,    100,       0.11,           0,       0.02,      909.09,        0.00,       21.45,     100,       0
2015-11-27 08:44:27,    100,       0.12,           0,       0.01,      833.33,        0.00,       11.25,     100,       0
2015-11-27 08:44:27,    100,       0.11,           0,       0.01,      909.09,        0.00,       13.09,     100,       0
2015-11-27 08:52:55,   1000,      17.12,           0,       0.00,       58.40,        0.00,        0.12,    1000,       0
2015-11-27 08:52:57,   1000,      18.58,           0,       0.00,       53.83,        0.00,        0.12,    1000,       0
2015-11-27 08:52:59,   1000,      19.46,           0,       0.00,       51.40,        0.00,        0.18,    1000,       0
2015-11-27 08:52:59,   1000,      19.30,           0,       0.00,       51.80,        0.00,        0.18,    1000,       0
2015-11-27 08:53:04,   1000,      18.50,           0,       0.00,       54.05,        0.00,        0.18,    1000,       0
2015-11-27 08:53:15,    994,      20.50,           0,       0.03,       48.50,        0.00,        1.53,     994,       6
2015-11-27 08:53:21,   1000,      23.92,           0,       0.04,       41.80,        0.00,        1.56,    1000,       0
2015-11-27 08:53:37,    100,       0.35,           0,       0.03,      284.09,        0.00,        8.11,     100,       0
2015-11-27 08:53:39,    100,       0.87,           0,       0.01,      114.55,        0.00,        0.99,     100,       0
2015-11-27 08:53:40,    100,       1.10,           0,       0.03,       91.24,        0.00,        3.10,     100,       0
2015-11-27 08:53:40,    100,       0.84,           0,       0.01,      119.19,        0.00,        0.94,     100,       0
2015-11-27 08:53:40,    100,       0.90,           0,       0.01,      111.61,        0.00,        0.67,     100,       0
2015-11-27 08:53:41,   1000,      37.62,           0,       0.00,       26.58,        0.00,        0.13,    1000,       0
2015-11-27 08:53:41,    100,       2.16,           0,       0.02,       46.21,        0.00,        1.00,     100,       0
2015-11-27 08:53:41,    100,       0.97,           0,       0.01,      103.41,        0.00,        0.96,     100,       0
2015-11-27 08:53:44,    100,       1.64,           0,       0.15,       61.01,        0.00,        9.13,     100,       0
2015-11-27 08:53:44,   1000,      38.50,           0,       0.01,       25.97,        0.00,        0.20,    1000,       0
2015-11-27 08:53:44,    100,       2.44,           0,       0.08,       40.98,        0.00,        3.16,     100,       0
2015-11-27 08:53:44,    100,       2.76,           0,       0.29,       36.21,        0.00,       10.48,     100,       0
2015-11-27 08:53:44,    100,       2.35,           0,       0.19,       42.57,        0.00,        8.29,     100,       0
2015-11-27 08:53:44,    100,       2.37,           0,       0.21,       42.18,        0.00,        8.76,     100,       0
2015-11-27 08:53:44,    100,       1.15,           0,       0.04,       87.26,        0.00,        3.10,     100,       0
2015-11-27 08:53:44,   1000,      39.76,           0,       0.01,       25.15,        0.00,        0.14,    1000,       0
2015-11-27 08:53:45,    100,       0.82,           0,       0.01,      122.10,        0.00,        1.59,     100,       0
2015-11-27 08:53:45,    100,       0.81,           0,       0.01,      124.07,        0.00,        0.71,     100,       0
2015-11-27 08:53:45,    100,       0.84,           0,       0.01,      118.62,        0.00,        0.65,     100,       0
2015-11-27 08:53:45,    100,       0.83,           0,       0.00,      120.48,        0.00,        0.39,     100,       0
2015-11-27 08:53:46,    100,       0.68,           0,       0.01,      147.28,        0.00,        1.83,     100,       0
2015-11-27 08:53:46,    100,       0.80,           0,       0.01,      125.00,        0.00,        1.86,     100,       0
2015-11-27 08:53:46,    100,       0.63,           0,       0.01,      159.74,        0.00,        1.61,     100,       0
2015-11-27 08:53:46,    100,       0.60,           0,       0.01,      166.11,        0.00,        2.18,     100,       0
2015-11-27 08:53:46,    100,       0.76,           0,       0.01,      131.58,        0.00,        1.02,     100,       0
2015-11-27 08:53:46,    100,       0.67,           0,       0.01,      149.03,        0.00,        1.14,     100,       0
2015-11-27 08:53:47,   1000,      40.74,           0,       0.01,       24.55,        0.00,        0.16,    1000,       0
2015-11-27 08:53:50,   1000,      41.65,           0,       0.01,       24.01,        0.00,        0.14,    1000,       0
2015-11-27 08:53:52,   1000,      35.53,           0,       0.03,       28.15,        0.00,        0.74,    1000,       0
2015-11-27 08:53:53,   1000,      33.90,           0,       0.01,       29.50,        0.00,        0.32,    1000,       0
2015-11-27 08:53:53,   1000,      32.88,           0,       0.01,       30.41,        0.00,        0.31,    1000,       0
2015-11-27 08:53:54,   1000,      32.13,           0,       0.01,       31.12,        0.00,        0.32,    1000,       0
2015-11-27 08:54:33,     65,       0.10,           0,       0.04,      650.00,        0.00,       29.00,      65,      35
2015-11-27 08:54:34,    100,       0.10,           0,       0.00,     1000.00,        0.00,        1.10,     100,       0
